aX,aY,aZ,gX,gY,gZ
0.734,-0.027,-0.180,17.944,-106.384,-65.796
0.678,0.042,-0.101,35.522,-108.215,-62.500
0.652,0.039,-0.072,41.016,-107.605,-65.918
0.630,0.013,-0.037,39.185,-106.873,-77.515
0.587,-0.036,0.031,38.757,-103.516,-82.825
0.570,-0.074,0.044,36.743,-95.276,-93.140
0.552,-0.107,0.048,35.156,-93.811,-97.351
0.562,-0.124,0.048,51.514,-88.623,-103.821
0.565,-0.181,0.020,64.209,-83.435,-106.140
0.538,-0.225,0.011,47.180,-85.022,-111.572
0.447,-0.250,0.097,13.855,-97.412,-113.220
0.400,-0.232,0.174,-25.879,-124.207,-109.619
0.277,-0.193,0.371,-21.790,-132.812,-106.506
0.240,-0.260,0.506,12.390,-128.540,-108.459
0.252,-0.476,0.584,23.621,-116.089,-109.558
0.287,-0.533,0.508,21.179,-104.858,-108.521
0.376,-0.600,0.384,-12.085,-104.858,-102.051
0.418,-0.619,0.380,-26.855,-112.183,-95.093
0.436,-0.626,0.403,-37.109,-125.305,-76.599
0.449,-0.608,0.416,-39.063,-126.770,-70.068
0.462,-0.614,0.380,-35.156,-123.474,-62.866
0.455,-0.599,0.345,-30.090,-123.413,-59.204
0.427,-0.585,0.388,-32.837,-133.484,-53.223
0.361,-0.620,0.608,-45.532,-143.005,-52.124
0.348,-0.650,0.746,-71.838,-154.541,-49.561
0.341,-0.647,0.924,-71.899,-150.024,-47.424
0.333,-0.656,0.941,-49.683,-127.319,-45.898
0.314,-0.691,0.886,-43.640,-118.347,-46.021
0.314,-0.704,0.873,-44.067,-111.938,-47.424

0.602,-0.034,-1.994,6.653,131.714,-29.297
0.651,-0.113,-1.953,-29.480,78.186,-27.527
0.708,-0.258,-1.627,-44.189,51.514,-19.531
0.687,-0.286,-1.365,-43.213,16.479,12.268
0.582,-0.183,-0.907,-36.377,10.315,28.259
0.528,-0.079,-0.762,-30.212,11.597,42.236
0.475,0.100,-0.658,-25.330,16.968,41.870
0.459,0.157,-0.680,-12.024,31.494,36.560
0.449,0.232,-0.877,-8.850,35.461,31.067
0.473,0.215,-0.953,-4.883,34.058,23.621
0.511,0.140,-0.978,2.380,22.095,12.024
0.522,0.115,-0.983,0.610,16.846,8.972
0.522,0.092,-0.985,-3.784,11.169,5.615
0.506,0.048,-0.959,-5.859,9.644,4.517
0.503,0.040,-0.986,-8.362,6.287,3.601
0.531,0.025,-1.107,-4.944,0.610,4.333
0.535,0.037,-1.143,9.399,-15.625,8.484
0.543,0.056,-1.183,16.541,-22.156,9.399
0.557,0.049,-1.179,16.113,-36.438,5.676
0.575,0.049,-1.104,9.644,-45.471,2.319
0.577,0.040,-1.065,3.540,-59.509,-2.930
0.581,-0.001,-0.932,5.005,-63.599,-3.540
0.569,0.001,-0.833,6.897,-65.796,-3.784
0.559,0.064,-0.803,8.301,-58.350,-7.629
0.584,0.088,-0.907,12.146,-48.096,-12.939
0.621,0.085,-1.017,21.057,-36.621,-27.710
0.670,0.035,-1.127,17.212,-42.175,-33.508
0.687,-0.007,-1.142,9.399,-67.261,-31.860
0.697,-0.023,-1.114,13.794,-80.444,-23.743
0.688,0.012,-1.063,28.137,-97.961,-9.216
0.654,0.135,-0.969,25.452,-103.027,-7.385
0.630,0.198,-0.933,12.939,-109.741,-15.564
0.602,0.262,-0.813,14.221,-107.910,-23.132
0.603,0.258,-0.786,19.104,-97.229,-42.053
0.635,0.172,-0.800,15.503,-96.924,-50.598
0.659,0.115,-0.804,5.554,-113.525,-54.993
0.684,0.050,-0.682,3.845,-123.779,-51.025
0.687,0.042,-0.599,6.531,-129.822,-45.349
0.662,0.098,-0.470,10.010,-132.690,-37.170
0.645,0.142,-0.416,8.484,-130.554,-38.513
0.642,0.149,-0.370,14.648,-113.892,-52.551
0.674,0.085,-0.376,16.907,-102.844,-60.974
0.703,0.032,-0.464,9.277,-95.398,-74.707
0.767,-0.113,-0.580,4.456,-105.286,-74.524
0.765,-0.158,-0.537,8.789,-132.996,-54.260
0.679,-0.082,-0.312,13.916,-141.479,-43.091
0.635,0.004,-0.205,13.123,-141.357,-41.321
0.617,0.083,-0.122,11.414,-134.644,-48.096
0.617,0.083,-0.106,9.399,-121.521,-61.401
0.584,0.084,-0.082,6.531,-117.798,-67.322
0.575,0.069,-0.085,5.981,-112.854,-80.383
0.597,-0.025,-0.166,9.338,-110.413,-85.022
0.602,-0.100,-0.203,12.756,-114.319,-86.243
0.554,-0.171,-0.112,7.202,-121.399,-83.679
0.526,-0.170,-0.049,0.854,-127.625,-81.482
0.508,-0.148,0.087,-4.150,-133.301,-80.383
0.513,-0.124,0.119,-3.540,-131.287,-80.688
0.528,-0.118,0.093,4.700,-118.530,-87.524
0.564,-0.170,-0.023,7.446,-114.319,-92.102
0.558,-0.206,-0.041,4.639,-118.469,-96.252
0.536,-0.286,0.014,4.028,-122.009,-97.412
0.524,-0.327,0.016,7.751,-126.892,-96.924
0.510,-0.404,0.079,11.292,-128.418,-96.069
0.499,-0.435,0.127,5.981,-130.005,-94.849
0.453,-0.432,0.159,-0.916,-131.042,-94.727
0.438,-0.453,0.180,-1.343,-132.019,-96.558
0.446,-0.497,0.214,3.540,-130.310,-97.595
0.460,-0.533,0.188,15.259,-127.258,-100.647
0.468,-0.651,0.261,16.907,-129.639,-99.976
0.434,-0.674,0.331,14.526,-132.385,-97.107
0.321,-0.679,0.508,-1.221,-140.808,-90.820
0.275,-0.655,0.635,-8.667,-145.142,-87.341
0.254,-0.631,0.761,-1.099,-132.935,-85.022
0.263,-0.607,0.788,7.141,-114.197,-87.585
0.255,-0.620,0.648,8.118,-83.435,-95.703
0.199,-0.688,0.517,-3.174,-88.867,-97.046
0.177,-0.735,0.665,-23.987,-118.958,-87.280
0.140,-0.687,1.079,-28.442,-123.474,-78.552
0.138,-0.641,1.150,-22.949,-100.769,-75.562
0.167,-0.714,1.045,-14.465,-85.083,-80.750
0.186,-0.818,0.991,0.000,-67.017,-87.891
0.210,-1.055,1.033,-1.892,-64.270,-85.388
0.223,-1.125,1.070,-23.621,-58.044,-70.679
0.291,-1.140,0.994,-33.447,-53.406,-61.768
0.315,-1.101,0.945,-41.870,-50.415,-44.556
0.309,-1.024,0.912,-40.771,-50.537,-38.330
0.297,-1.015,0.917,-38.391,-50.476,-33.813
0.268,-1.006,0.868,-35.034,-45.593,-26.917
0.279,-1.011,0.794,-34.668,-42.053,-24.658
0.300,-1.010,0.722,-38.818,-42.236,-18.677
0.314,-0.952,0.722,-39.185,-45.349,-14.771
0.302,-0.926,0.766,-31.799,-47.546,-10.376
0.256,-0.949,0.854,-28.931,-47.363,-9.277
0.230,-0.956,0.905,-31.311,-45.654,-3.662
0.211,-0.912,0.971,-33.813,-42.542,0.183
0.218,-0.872,0.998,-37.109,-33.447,7.080
0.232,-0.805,1.023,-38.269,-26.489,8.545
0.219,-0.771,0.980,-39.429,-12.146,6.287
0.222,-0.742,0.875,-32.837,-7.935,1.709
0.251,-0.788,0.858,-15.686,-6.042,-2.625
0.275,-0.837,0.864,-15.320,-7.507,0.000
0.276,-0.825,0.867,-18.494,-9.277,3.479
0.268,-0.792,0.881,-23.071,-11.169,9.888
0.255,-0.762,0.898,-25.085,-10.986,12.817
0.246,-0.727,0.905,-27.588,-6.470,15.381
0.252,-0.664,0.857,-26.611,-2.930,15.564
0.251,-0.630,0.830,-21.118,2.502,14.771
0.245,-0.580,0.793,-16.357,4.761,12.146
0.250,-0.584,0.763,-6.775,7.507,6.897
0.235,-0.589,0.706,-4.211,6.165,5.859
0.229,-0.593,0.709,-0.732,-0.305,4.822
0.216,-0.594,0.761,0.732,-3.113,5.005
0.206,-0.575,0.787,-0.916,-4.761,4.944
0.195,-0.551,0.787,-2.441,-4.089,3.357
0.198,-0.561,0.777,0.488,-1.953,0.854
0.199,-0.588,0.789,4.578,-0.977,1.221
0.196,-0.599,0.805,7.507,0.122,1.709
0.194,-0.600,0.812,-1.953,-0.610,-0.366
0.213,-0.606,0.798,-7.751,-1.343,-1.831

0.356,-1.189,1.265,-13.916,1.221,19.470
0.352,-1.244,1.329,-16.174,10.498,35.156
0.346,-1.292,1.416,-20.508,16.724,43.762
0.340,-1.292,1.444,-30.273,28.687,59.143
0.316,-1.318,1.535,-31.128,34.302,65.613
0.301,-1.327,1.597,-28.992,46.936,80.017
0.218,-1.279,1.701,-25.330,56.396,88.257
0.152,-1.232,1.721,-19.470,69.153,96.497
0.082,-1.161,1.710,-12.451,100.891,112.671
-0.044,-0.939,1.569,-14.587,116.150,118.835
-0.096,-0.850,1.490,-26.428,134.033,122.375
-0.162,-0.777,1.470,-29.846,139.954,123.230
-0.200,-0.741,1.479,-28.687,160.278,130.127
-0.322,-0.602,1.433,-30.396,172.424,132.874
-0.360,-0.527,1.411,-35.156,196.960,130.066
-0.398,-0.433,1.333,-34.302,213.623,126.221
-0.431,-0.395,1.248,-34.180,248.108,120.361
-0.494,-0.311,1.046,-34.058,261.963,118.896
-0.502,-0.252,0.942,-28.198,284.668,117.310
-0.503,-0.132,0.688,-24.780,293.091,116.028
-0.495,-0.064,0.562,-23.621,297.546,114.075
-0.457,0.073,0.342,-17.639,300.110,108.643
-0.435,0.135,0.258,-9.094,301.880,105.530
-0.410,0.193,0.188,1.709,304.626,96.802
-0.350,0.312,0.052,-1.160,303.894,90.515
-0.302,0.347,-0.048,-2.319,301.758,75.867
-0.177,0.445,-0.330,0.244,300.110,70.679
-0.119,0.521,-0.506,6.775,295.959,58.289
0.025,0.600,-0.846,8.301,288.025,48.401
0.107,0.571,-0.976,11.658,257.141,29.785
0.222,0.456,-1.015,8.789,234.131,26.184
0.249,0.457,-0.931,2.686,211.792,26.184
0.261,0.473,-0.853,-0.610,186.523,24.780
0.290,0.441,-0.801,-2.502,181.213,20.386
0.301,0.431,-0.801,-12.024,174.438,5.493
0.341,0.328,-0.855,-12.085,173.767,-3.906
0.381,0.217,-0.905,-9.583,170.410,-16.968
0.463,0.008,-1.031,-9.827,165.771,-18.372
0.507,-0.074,-1.105,-9.521,151.978,-11.353
0.582,-0.181,-1.241,-7.141,143.982,-4.272
0.600,-0.209,-1.279,0.305,131.592,10.010
0.618,-0.220,-1.356,1.465,129.883,14.648
0.629,-0.226,-1.448,-1.404,130.066,17.456
0.706,-0.259,-1.709,-18.005,121.948,22.339
0.752,-0.286,-1.770,-27.527,109.009,27.222
0.765,-0.286,-1.773,-48.950,71.289,48.645
0.681,-0.026,-1.831,-51.331,51.331,60.730
0.638,0.127,-1.796,-17.029,8.972,61.096
0.595,0.245,-1.405,-2.625,-10.986,51.025
0.587,0.270,-1.175,-8.484,-33.936,26.917
0.598,0.299,-0.909,-13.794,-36.682,15.869
0.606,0.272,-0.857,-6.653,-36.743,-1.709
0.621,0.201,-0.865,3.418,-33.508,-8.362
0.640,0.131,-0.935,16.968,-25.696,-20.874
0.684,-0.035,-1.150,13.977,-28.015,-24.780
0.699,-0.094,-1.230,5.981,-44.739,-24.902
0.700,-0.131,-1.233,2.808,-54.993,-23.376
0.690,-0.112,-1.206,-0.122,-63.171,-21.973
0.675,-0.036,-1.151,-0.793,-71.106,-21.484
0.664,0.014,-1.108,-1.404,-73.120,-23.376
0.652,0.054,-1.060,-6.287,-76.599,-34.851
0.645,0.082,-0.969,-8.362,-78.430,-42.358
0.662,0.066,-0.957,-3.967,-85.876,-50.964
0.705,-0.003,-0.923,3.113,-94.238,-49.927
0.712,-0.050,-0.847,19.043,-112.061,-40.771
0.688,-0.113,-0.625,18.311,-117.920,-35.828
0.673,-0.088,-0.551,7.812,-115.479,-33.081
0.692,-0.047,-0.537,8.057,-108.704,-36.316
0.710,-0.048,-0.564,16.724,-96.863,-43.213
0.729,-0.102,-0.587,22.095,-94.666,-44.861
0.724,-0.134,-0.561,23.987,-101.746,-40.222
0.692,-0.127,-0.475,22.705,-108.826,-35.278
0.670,-0.102,-0.406,30.396,-120.422,-27.039
0.615,-0.026,-0.243,34.729,-121.826,-25.452
0.594,0.022,-0.206,30.823,-114.258,-31.067
0.595,0.064,-0.223,26.245,-109.924,-36.621
0.599,0.071,-0.200,21.851,-105.041,-45.654
0.592,0.052,-0.140,23.132,-101.257,-50.232
0.585,0.012,-0.120,21.179,-98.633,-55.298
0.578,-0.029,-0.102,1.526,-101.257,-62.195
0.576,-0.064,-0.055,-3.967,-102.600,-62.439
0.579,-0.045,-0.052,4.578,-97.290,-61.096
0.605,-0.023,-0.087,9.949,-93.323,-62.927
0.623,-0.019,-0.102,22.827,-83.313,-70.068
0.649,-0.080,-0.181,29.785,-77.759,-74.829
0.661,-0.147,-0.224,18.188,-79.224,-81.787
0.663,-0.196,-0.261,3.479,-86.365,-81.604
0.661,-0.195,-0.226,-10.193,-101.257,-78.857
0.671,-0.218,-0.143,-5.188,-102.966,-78.003
0.671,-0.238,-0.136,-0.916,-104.065,-78.735
0.689,-0.312,-0.091,-2.075,-106.506,-80.07831
0.700,-0.353,-0.050,5.066,-106.262,-79.895
0.703,-0.406,-0.001,6.287,-104.736,-79.468
0.703,-0.427,0.018,-1.709,-105.041,-79.590
0.690,-0.447,0.079,-3.296,-104.980,-79.102
0.681,-0.449,0.105,-3.174,-101.440,-79.407
0.670,-0.512,0.167,-8.972,-100.769,-80.994
0.662,-0.547,0.216,-25.635,-102.905,-81.848
0.657,-0.599,0.250,-24.170,-102.356,-81.299
0.663,-0.620,0.231,-17.944,-100.586,-80.261
0.644,-0.633,0.212,-12.878,-102.905,-74.402
0.609,-0.599,0.257,-16.968,-109.802,-70.007
0.571,-0.570,0.314,-19.348,-121.643,-63.843
0.489,-0.594,0.524,-24.902,-127.563,-61.157
0.451,-0.555,0.641,-41.870,-128.723,-55.176
0.415,-0.441,0.709,-36.377,-120.422,-55.908
0.414,-0.435,0.696,-8.972,-101.135,-64.331
0.427,-0.537,0.626,1.343,-92.712,-69.458
0.434,-0.615,0.554,11.414,-82.092,-74.219
0.416,-0.748,0.504,8.484,-83.923,-71.533
0.386,-0.760,0.589,-24.841,-98.633,-59.692
0.325,-0.728,0.781,-41.504,-101.562,-55.542
0.315,-0.752,0.823,-46.814,-93.994,-52.063
0.323,-0.783,0.879,-41.138,-86.853,-49.133
0.327,-0.744,0.867,-34.180,-77.637,-45.532
0.314,-0.647,0.836,-30.212,-62.683,-42.908
0.313,-0.612,0.842,-34.851,-59.021,-45.166
0.326,-0.627,0.822,-32.593,-47.424,-55.359
0.380,-0.827,0.723,-24.719,-41.138,-58.960
