aX,aY,aZ,gX,gY,gZ
-0.265,0.036,0.927,9.949,8.789,-3.174
-0.121,0.094,0.796,7.019,6.836,-3.601
-0.060,0.185,0.730,2.502,-3.784,-7.202
-0.171,0.134,0.873,0.427,-11.414,-12.634
-0.265,0.063,0.993,4.211,-14.404,-13.489
-0.336,-0.017,1.037,7.507,-11.047,-10.559
-0.345,-0.043,1.037,9.033,-5.676,-4.700
-0.328,0.000,1.033,10.071,-3.296,-0.671
-0.285,0.064,0.983,11.292,-0.732,2.197
-0.236,0.108,0.936,9.949,-0.427,-0.244
-0.198,0.150,0.914,7.874,-2.197,-2.930
-0.223,0.115,0.919,-1.648,-5.310,-10.254
-0.321,0.028,1.011,-5.005,-6.897,-11.475
-0.360,0.017,1.078,-5.737,-4.639,-9.216
-0.319,0.021,1.060,-7.507,-0.305,-8.118
-0.260,0.045,0.987,-11.780,2.563,-6.836
-0.244,0.109,0.980,-12.451,-0.305,-7.324
-0.281,0.115,1.025,-10.071,-3.357,-9.216
-0.325,0.084,1.083,-7.080,-2.258,-9.460
-0.319,0.047,1.065,-4.822,3.113,-7.507
-0.250,0.055,0.991,-5.676,5.188,-5.981
-0.206,0.100,0.956,-6.042,4.272,-5.066
-0.188,0.160,0.955,-5.798,2.563,-6.348
-0.214,0.124,0.955,-5.676,1.404,-8.240
-0.280,0.038,0.982,-3.235,-0.061,-8.972
-0.288,0.019,0.987,-2.136,0.427,-7.874
-0.284,0.015,0.974,-1.465,2.625,-3.967
-0.264,0.032,0.955,-2.197,3.174,-2.563
-0.236,0.068,0.931,-1.770,2.502,-0.610
-0.227,0.107,0.930,0.061,0.610,-0.671
-0.243,0.090,0.948,0.977,-0.610,-0.977
-0.255,0.093,0.942,0.183,-0.366,-0.732
-0.266,0.105,0.963,-1.526,-0.244,-0.427
-0.284,0.120,0.985,-0.732,0.183,-0.061
-0.291,0.105,0.997,1.953,1.465,0.244
-0.271,0.084,0.989,2.136,2.808,1.038
-0.244,0.097,0.960,0.122,3.784,1.831
-0.220,0.116,0.937,-0.366,2.563,1.221
-0.249,0.083,0.974,-0.671,1.038,0.244
-0.271,0.060,1.012,-0.061,2.197,1.526
-0.251,0.064,0.957,0.977,3.235,2.869
-0.259,0.051,0.954,0.244,0.366,2.563
-0.306,-0.007,1.004,-0.854,-0.122,3.052
-0.308,-0.005,1.006,-2.441,2.258,6.897
-0.281,0.056,0.989,-3.113,3.479,8.911
-0.264,0.095,0.984,-0.732,4.211,10.864

1.532,0.853,0.821,65.918,57.800,34.546
2.131,1.286,0.369,108.154,61.157,25.574
3.029,1.517,-0.239,99.731,34.607,-12.512
3.123,1.275,-0.249,58.472,-47.363,-84.167
2.749,1.110,-0.027,47.302,-82.214,-90.210
2.378,1.263,0.096,21.423,-109.375,-97.046
1.140,1.286,0.384,-13.428,-101.685,-118.225
0.105,0.578,0.619,-48.340,-94.971,-140.564
-0.881,-0.120,1.114,15.930,-129.517,-97.107
-2.034,-0.168,2.245,96.069,-140.869,-60.242
-2.234,-0.520,2.064,176.453,-100.281,-55.420
-2.365,-1.318,1.332,166.016,-90.027,-46.448
-2.227,-1.403,1.050,114.136,-89.111,-24.658
-1.408,-0.867,0.260,88.745,-96.924,-21.545
-1.396,-0.496,0.419,-5.737,-129.944,-32.532
-1.887,-0.021,1.484,-37.537,-124.634,-39.429
-2.054,-0.101,1.802,-14.771,-69.458,-30.151
-2.080,-0.740,1.834,12.817,-31.311,-18.677
-1.724,-0.828,1.469,40.771,42.908,18.799
-0.529,-0.293,0.235,20.020,63.354,28.564
-0.135,0.091,-0.153,-43.091,40.771,13.062
-0.232,0.241,0.251,-52.673,15.320,-3.784
-0.259,0.144,0.419,-33.264,-2.808,-16.846
-0.071,0.212,0.399,-22.827,-8.301,-15.564
-0.059,0.291,0.501,-15.198,-21.790,-20.081
-0.284,0.123,0.805,-9.766,-27.710,-25.696
-0.439,-0.103,0.954,-1.648,-26.123,-27.344
-0.558,-0.378,1.024,-2.014,-20.264,-22.400
-0.458,-0.399,0.940,-5.127,-13.489,-16.724
-0.109,-0.085,0.714,-3.479,-12.817,-2.380
-0.074,0.043,0.771,-2.930,-20.691,-1.770
-0.255,0.010,1.113,-9.521,-30.579,-11.047
-0.303,-0.005,1.181,-9.705,-27.466,-11.475
-0.300,0.032,1.155,-3.174,-17.944,-7.446
-0.359,-0.074,1.152,0.549,-16.418,-7.812
-0.391,-0.118,1.169,8.789,-10.437,-2.136
-0.349,-0.129,1.039,7.751,-5.188,-0.793
-0.312,-0.149,0.945,-0.244,-2.930,-2.136
-0.279,-0.104,0.912,-2.991,-5.676,-1.526
-0.262,-0.033,0.915,-7.202,-8.972,-0.488
-0.314,-0.005,1.003,-8.667,-10.315,-1.404
-0.339,-0.010,1.036,-5.310,-7.874,-0.732
-0.336,-0.027,0.999,-1.282,-6.226,0.000
-0.326,-0.042,0.974,4.639,-6.042,1.587
-0.326,-0.025,0.952,4.333,-7.263,1.404
-0.363,-0.079,0.988,-0.916,-7.629,-0.427
-0.348,-0.076,0.990,-0.244,-5.859,2.380
-0.308,-0.009,0.952,-1.404,-4.150,3.601
-0.311,-0.002,0.986,-3.723,-4.578,1.587
-0.323,0.001,1.000,-3.479,-3.052,1.770
-0.295,0.036,0.953,-1.099,-1.709,2.136
-0.271,0.044,0.907,7.141,-4.089,2.197
-0.323,-0.056,0.927,9.155,-7.263,1.404
-0.377,-0.109,0.984,5.676,-6.226,1.099
-0.393,-0.157,0.975,1.282,-2.686,0.854
-0.375,-0.145,0.954,-1.709,-0.916,1.587
-0.358,-0.115,0.944,-2.014,-1.221,5.066
-0.320,-0.039,0.944,-1.587,-1.953,5.798
-0.288,0.002,0.922,-1.709,-4.272,4.272
-0.307,0.053,0.978,-1.465,-6.836,2.502
-0.351,0.036,1.030,-0.305,-4.028,-2.258
-0.390,-0.054,1.036,2.197,-1.404,-2.869
-0.378,-0.066,1.015,6.958,2.014,0.305
-0.343,-0.052,0.969,7.141,3.052,1.587
-0.338,-0.079,0.960,2.808,3.784,0.427
-0.326,-0.113,0.960,0.977,3.540,0.610
-0.297,-0.074,0.926,1.770,2.502,2.930
-0.285,-0.012,0.906,3.418,0.305,3.174
-0.304,-0.015,0.925,0.366,-1.953,-0.610
-0.358,-0.113,0.971,-1.770,-2.014,-1.709
-0.359,-0.122,0.971,-2.625,-1.160,-0.732
-0.315,-0.049,0.945,-3.479,0.488,1.831
-0.301,-0.018,0.942,-4.089,0.061,1.892
-0.298,0.000,0.953,-0.183,-2.441,2.686
-0.303,0.028,0.950,4.883,-2.502,3.723
-0.311,-0.008,0.930,10.559,-2.441,1.160
-0.314,-0.104,0.913,11.353,-2.747,0.854
-0.294,-0.093,0.890,5.127,-2.563,0.427
-0.310,-0.126,0.899,-0.610,-4.028,-1.831
-0.331,-0.122,0.939,-1.709,-8.118,-0.732
-0.355,-0.076,0.991,-0.732,-7.996,0.488
-0.363,-0.062,1.008,-2.502,-2.136,1.221
-0.348,-0.073,0.957,-2.563,-0.183,1.038
-0.335,-0.065,0.944,0.916,-2.502,1.709
-0.341,-0.041,0.982,0.000,-2.625,1.709
-0.342,-0.037,0.970,-1.587,0.916,1.831
-0.355,-0.091,0.946,-0.305,1.038,2.075
-0.358,-0.118,0.941,2.075,0.244,3.357
-0.333,-0.109,0.925,8.850,-2.197,8.606
-0.204,0.096,0.836,9.521,-3.784,8.789
-0.211,0.112,0.846,-4.761,-8.423,-5.066
-0.372,-0.042,1.003,-7.996,-10.071,-8.728
-0.393,-0.067,1.007,0.488,-7.324,-4.944
-0.335,-0.092,0.901,3.479,-7.507,-3.357
-0.316,-0.108,0.874,4.517,-15.442,-1.831
-0.311,-0.120,0.844,4.700,-20.630,-0.610
-0.358,-0.120,0.890,8.240,-28.625,3.479
-0.466,0.024,1.185,3.601,-22.217,2.014
-0.500,-0.056,1.175,-7.080,4.272,-4.150
-0.422,-0.045,1.039,-1.831,10.254,-0.305
-0.356,-0.028,0.946,6.592,12.878,-0.061
-0.286,-0.083,0.848,7.629,10.254,-2.075
-0.298,-0.101,0.866,2.258,4.456,-5.066
-0.356,-0.102,0.945,-1.831,3.845,-5.249
-0.373,-0.090,0.959,-4.272,4.272,-4.395
-0.385,-0.083,0.965,-3.906,4.578,-2.747
-0.397,-0.113,0.972,-2.014,4.517,-2.625
-0.390,-0.128,0.971,1.587,5.066,-0.427
-0.324,-0.073,0.931,3.113,5.310,1.343
-0.281,-0.020,0.896,4.944,2.563,1.587
-0.288,0.017,0.927,3.906,0.427,-0.732
-0.326,-0.031,0.947,2.014,-0.488,-3.784
-0.361,-0.092,0.949,3.113,-0.183,-2.991
-0.362,-0.114,0.940,2.136,-0.488,-1.221
-0.395,-0.132,0.976,-0.366,-0.122,-0.549
-0.401,-0.139,0.977,-1.465,2.747,1.648
-0.363,-0.121,0.936,-0.061,3.296,2.991
-0.339,-0.092,0.921,2.441,0.977,4.761
-0.314,-0.006,0.928,1.892,-0.244,4.028

2.485,0.523,0.029,97.412,117.371,48.889
3.276,1.173,-0.671,175.049,85.571,123.596
4.000,2.888,-2.147,198.914,33.997,104.980
4.000,3.066,-2.945,196.228,-146.362,-55.298
3.546,2.043,-2.953,146.179,-259.216,-148.682
2.385,1.292,-1.757,-80.505,-356.811,-257.385
-0.897,0.998,0.524,-199.463,-310.730,-254.883
-2.599,0.606,1.275,-284.851,-193.237,-181.824
-4.000,-0.463,3.280,-208.557,-178.223,-91.980
-4.000,-0.648,4.000,214.722,-109.497,-22.644
-3.830,-2.561,3.565,339.416,-21.667,-33.691
-3.122,-2.419,2.545,333.557,44.678,-7.263
-1.787,-1.599,1.136,105.774,102.966,47.668
0.324,0.527,-0.714,-13.000,81.848,43.762
0.219,1.065,-0.595,-95.276,-20.691,-5.310
-1.100,0.386,0.789,-85.632,-50.232,-33.691
-1.522,-0.313,1.321,-52.673,-26.917,-43.152
-1.192,-0.955,1.194,-41.138,3.174,-21.729
-0.688,-0.669,0.907,-46.692,30.579,19.897
0.187,0.322,0.309,-50.293,24.414,21.606
0.156,0.411,0.506,-36.621,-12.085,-10.620
-0.029,0.245,0.797,-19.226,-14.832,-14.648
-0.033,0.217,0.758,10.010,-13.306,-10.132
-0.038,0.100,0.726,15.076,-11.963,-10.620
-0.044,0.011,0.623,15.930,-9.277,-12.085
-0.172,-0.211,0.677,7.263,-15.991,-16.907
-0.186,-0.241,0.698,-1.099,-19.470,-16.663
-0.193,-0.205,0.748,-16.907,-26.306,-11.169
-0.185,0.026,0.871,-17.639,-28.625,-7.629
-0.223,0.087,0.959,-4.761,-32.532,-4.822
-0.305,0.086,1.091,2.625,-31.433,-5.188
-0.293,0.058,1.106,10.803,-25.940,-4.700
-0.246,0.021,1.105,9.399,-23.499,-3.845
-0.262,0.001,1.154,-1.892,-18.188,-2.319
-0.256,0.048,1.182,-5.066,-14.038,-1.038
-0.228,0.097,1.154,-4.944,-8.728,-1.709
-0.199,0.117,1.087,-3.906,-7.690,-3.174
-0.203,0.079,1.061,1.282,-8.606,-6.104
-0.258,-0.030,1.092,2.808,-8.545,-5.310
-0.264,-0.049,1.067,3.906,-4.028,-0.244
-0.236,-0.062,0.920,3.052,-3.113,0.488
-0.239,-0.060,0.913,2.441,-7.446,-0.305
-0.276,-0.031,0.986,2.441,-8.789,0.488
-0.274,-0.023,1.004,1.709,-8.301,1.404
-0.238,-0.003,0.952,2.563,-6.287,3.723
-0.264,0.007,0.975,3.723,-8.179,4.089
-0.295,-0.007,1.024,3.418,-6.592,4.028
-0.261,-0.023,1.012,5.005,-4.578,5.005
-0.220,-0.009,0.980,5.188,-3.845,5.676
-0.185,0.042,0.956,2.258,-5.066,4.272
-0.219,0.055,1.008,-1.038,-7.629,1.709
-0.298,0.061,1.079,0.366,-5.981,1.404
-0.325,0.013,1.081,4.639,-2.136,0.488
-0.337,-0.088,1.076,7.385,-0.366,2.136
-0.328,-0.098,1.052,7.446,3.967,5.493
-0.313,-0.150,1.019,5.188,4.700,5.371
-0.251,-0.105,0.979,5.432,4.883,7.080
-0.156,0.020,0.903,9.094,4.089,11.475
-0.110,0.116,0.842,5.798,1.282,7.202
-0.161,0.048,0.883,3.418,-6.409,-0.305
-0.219,-0.028,0.917,7.874,-9.583,0.183
-0.259,-0.047,0.966,11.719,-14.343,0.793
-0.357,-0.160,1.080,6.775,-11.047,0.000
-0.342,-0.178,1.054,-4.150,-2.625,1.282
-0.223,-0.043,0.959,-5.249,-2.014,3.723
-0.176,0.067,0.934,-0.122,-6.592,5.554
-0.199,0.196,1.028,1.221,-6.470,2.625
-0.215,0.135,1.005,0.610,0.305,-4.456
-0.266,-0.022,0.975,3.174,0.366,-4.700
-0.275,-0.075,0.968,4.456,0.793,-3.357
-0.232,-0.103,0.913,2.380,0.305,-3.296
-0.235,-0.103,0.933,-1.587,-1.160,-3.784
-0.285,-0.101,1.031,-8.484,-2.014,-3.845
-0.294,-0.094,1.063,-8.423,-0.488,-2.502
-0.267,-0.065,1.047,-4.272,3.784,1.770
-0.185,-0.012,0.953,-1.892,3.357,2.808
-0.180,-0.005,0.951,0.916,-2.136,2.197
-0.207,-0.002,0.991,1.770,-4.333,1.770
-0.222,0.003,1.017,2.502,-3.845,1.465
-0.247,0.004,1.021,0.854,-1.404,0.793
-0.273,-0.046,1.031,-2.991,1.038,-0.671
-0.316,-0.151,1.066,-4.517,2.075,0.183
-0.310,-0.148,1.064,-7.629,6.409,5.127
-0.239,-0.052,0.981,-8.545,8.301,7.263
-0.215,0.001,0.957,-5.615,6.348,8.179
-0.179,0.050,0.966,-4.028,5.432,7.507
-0.148,0.086,0.928,-2.563,5.066,7.141
-0.175,0.113,0.943,-2.258,0.549,3.052
-0.201,0.110,0.971,-3.540,-0.916,-0.122
-0.220,0.094,0.981,-0.854,-1.526,-3.113
-0.245,0.034,1.000,1.221,-1.709,-3.296
-0.255,-0.002,1.007,4.395,0.000,-3.052
-0.261,-0.102,0.969,4.822,1.221,-2.319
-0.245,-0.118,0.937,2.014,1.709,0.977
-0.177,-0.033,0.877,-0.916,0.671,1.953
-0.157,0.026,0.875,-6.531,-4.211,0.122
-0.183,0.132,0.965,-5.981,-6.653,-1.343
-0.217,0.143,1.005,0.244,-6.897,-4.517
-0.296,0.043,1.054,3.113,-4.944,-5.676
-0.304,-0.014,1.036,11.841,-0.244,-3.113
-0.281,-0.043,0.992,15.259,0.793,-1.160
-0.254,-0.050,0.956,11.475,2.380,-2.563
-0.238,-0.081,0.923,7.751,1.404,-4.089
-0.245,-0.082,0.942,4.089,-1.221,-4.822
-0.240,-0.039,0.962,4.456,-1.343,-4.150
-0.239,-0.028,0.964,5.249,-1.221,-3.723
-0.255,-0.057,0.992,4.150,-1.526,-3.967
-0.242,-0.062,0.990,4.089,-1.160,-3.052
-0.212,-0.059,0.955,6.836,-1.892,0.061
-0.201,-0.042,0.949,5.737,-3.967,-0.122
-0.221,-0.055,0.972,-2.136,-5.127,-3.784
-0.262,-0.047,1.026,-2.686,-4.822,-3.845
-0.275,-0.045,1.047,2.014,-2.502,-1.953
-0.274,-0.078,1.045,4.333,-0.732,-0.671
-0.236,-0.075,0.999,3.662,2.441,0.427
-0.177,-0.059,0.901,0.977,1.282,-0.244
-0.184,-0.057,0.904,-3.296,-4.517,-1.526
-0.228,-0.047,0.951,-3.479,-6.714,-1.160
-0.257,-0.029,0.988,-4.456,-7.202,0.122
